municipio,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Limoeiro do Ajuru,0,0,0,0,0,0,0,0,0,0,0,0
Mãe do Rio,0,0,0,0,0,0,0,0,0,0,0,0
Magalhães Barata,0,0,0,0,0,0,0,0,0,0,0,0
Marabá,0,0,0,0,0,0,0,0,0,0,0,0
Maracanã,0,0,0,0,0,0,0,0,0,0,0,0
Marapanim,0,0,0,0,0,0,0,0,0,0,0,0
Marituba,0,0,0,0,0,0,0,0,0,0,0,0
Medicilândia,0,0,0,0,0,0,0,0,0,0,0,0
Melgaço,0,0,0,0,0,0,0,0,0,0,0,0
Mocajuba,0,0,0,0,0,0,0,0,0,0,0,0
Moju,0,0,0,0,0,0,0,0,0,0,0,0
Mojuí dos Campos,0,0,0,0,0,0,0,0,0,0,0,0
Monte Alegre,0,0,0,0,0,0,0,0,0,0,0,0
Muaná,0,0,0,0,0,0,0,0,0,0,0,0
Nova Esperança do Piriá,0,0,0,0,0,0,0,0,0,0,0,0
Nova Ipixuna,0,0,0,0,0,0,0,0,0,0,0,0
Nova Timboteua,0,0,0,0,0,0,0,0,0,0,0,0
Novo Progresso,0,0,0,0,0,0,0,0,0,0,0,0
Novo Repartimento,0,0,0,0,0,0,0,0,0,0,0,0
Óbidos,0,0,0,0,0,0,0,0,0,0,0,0
Oeiras do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Oriximiná,0,0,0,0,0,0,0,0,0,0,0,0
Ourém,0,1,0,0,0,0,0,0,0,0,0,0
Ourilândia do Norte,0,0,0,0,0,0,0,0,0,0,0,0
Pacajá,0,0,0,0,0,0,0,0,0,0,0,0
Palestina do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Paragominas,0,0,0,0,0,0,0,0,0,0,0,0
Parauapebas,0,0,0,0,0,0,1,0,0,0,0,0
Pau d'Arco,0,0,0,0,0,0,0,0,0,0,0,0
Peixe-Boi,0,0,0,0,0,0,0,0,0,0,0,0
Piçarra,0,0,0,0,0,0,0,0,0,0,0,0
Placas,0,0,0,0,0,0,0,0,0,0,0,0
Ponta de Pedras,0,0,0,0,0,0,0,0,0,0,0,0
Portel,0,0,0,0,0,0,0,0,0,0,0,0
Porto de Moz,0,0,0,0,0,0,0,0,0,0,0,0
Prainha,0,0,0,0,0,0,0,0,0,0,0,0
Primavera,0,0,0,0,0,0,0,0,0,0,0,0
Quatipuru,0,0,0,0,0,0,0,0,0,0,0,0
Redenção,0,0,0,0,0,0,1,0,0,0,0,1
Rio Maria,0,0,0,0,0,0,0,0,0,0,0,0
Rondon do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Rurópolis,0,0,0,0,0,0,0,0,0,0,0,0
Salinópolis,0,0,0,0,0,0,0,0,0,0,0,0
Salvaterra,0,0,0,0,0,0,0,0,0,0,0,0
Santa Bárbara do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz do Arari,0,0,0,0,0,0,0,0,0,0,0,0
Santa Isabel do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Santa Luzia do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria das Barreiras,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria do Pará,0,0,0,0,0,0,0,0,0,0,0,0
Santana do Araguaia,0,0,0,0,0,0,0,0,0,0,0,0
Santarém,0,0,0,0,0,0,0,0,0,0,0,0
Santarém Novo,0,0,0,0,0,0,0,0,0,0,0,0
Santo Antônio do Tauá,0,0,0,0,0,0,0,0,0,0,0,0
São Caetano de Odivelas,0,0,0,0,0,0,0,0,0,0,0,0
São Domingos do Araguaia,0,0,0,0,0,0,0,0,0,0,0,0
São Domingos do Capim,0,0,0,0,0,0,0,0,0,0,0,0
São Félix do Xingu,0,0,0,0,0,0,0,0,0,0,0,0
São Francisco do Pará,0,0,0,0,0,0,0,0,0,0,0,0
São Geraldo do Araguaia,0,0,0,0,0,0,0,0,0,0,0,0
São João da Ponta,0,0,0,0,0,0,0,0,0,0,0,0
São João de Pirabas,0,0,0,0,0,0,0,0,0,0,0,0
São João do Araguaia,0,0,0,0,0,0,0,0,0,0,0,0
São Miguel do Guamá,0,0,0,0,0,0,0,0,0,0,0,0
São Sebastião da Boa Vista,0,0,0,0,0,0,0,0,0,0,0,0
Sapucaia,0,0,0,0,0,0,0,0,0,0,0,0
Senador José Porfírio,0,0,0,0,0,0,0,0,0,0,0,0
Soure,0,0,0,0,0,0,0,0,0,0,0,0
Tailândia,0,0,0,0,0,0,0,0,0,0,0,0
Terra Alta,0,0,0,0,0,0,0,0,0,0,0,0
Terra Santa,0,0,0,0,0,0,0,0,0,0,0,0
Tomé-Açu,0,0,0,0,0,0,0,0,0,0,0,0
Tracuateua,0,0,0,0,0,0,0,0,0,0,0,1
Trairão,0,0,0,0,0,0,0,0,0,0,0,0
Tucumã,0,0,0,0,0,0,0,0,0,0,0,0
Tucuruí,0,0,0,0,0,0,0,0,0,0,0,0
Ulianópolis,0,0,0,0,0,0,0,0,0,0,0,0
Uruará,0,0,0,0,0,0,0,0,0,0,0,0
Vigia,0,0,0,0,0,0,0,0,0,0,0,0
Viseu,0,0,0,0,0,0,0,0,0,0,0,0
Vitória do Xingu,0,0,0,0,0,0,0,0,0,0,0,0
Xinguara,1,0,0,0,0,0,0,0,0,0,0,0
